product_no,review_text,segment,registered_at,source
5061259,품질최고입니다 좋아요,과일,,
5061259,고랭지 사과 맛은 보통이예요,과일,,
5061259,작은데 상한 부분이 있음,과일,,
5061259,맛있어요 ^^ 좋습니다 !,과일,,
5061259,설컹하고 맛이 떨어져요...,과일,,
5061259,"갯수랑 크기가 조금 작아서 아쉽긴한데, 맛은 괜찮아요",과일,,
5061259,"당도 14브릭스??
과육이 뻣뻣하고 질기며 단맛 신맛 하나도 없습니다 
컬리상품 믿고 살수있다 생각했는데 실망입니다",과일,,
5061259,이번 사과는 너무 푸석하고 맛이없고 멍든것들도 많네요 ㅠㅜ,과일,,
5061259,"단단하고 맛있어요.
크기는 작은 편",과일,,
5061259,맛나요 ㅋㅋㅋ 자주구매해요 ㅋㅋㅋ,과일,,
5061259,"아삭보다 파삭을 더 좋아하는데 파삭이에요
당도 좋고 맛있어요",과일,,
5061259,아. 너무 맛이 없어요. ㅜㅜ,과일,,
5061259,가격도 비싼데 진짜 껍데기는 너...무 질기고 사과도 맛이없어서 당황..,과일,,
5061259,최고에요 최고최고 최고 최고 최고 최고 최고 최고 최고🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷🩷,과일,,
5061259,맛은괜찮은데멍들었어요,과일,,
5061259,사과 요즘 다 비싸지만 저렴한건 맛이 너무 별로라 요정도 가격으로 맛도 나쁘지않아서 계속 이용해요,과일,,
5061259,좀 멍이든것도있고 시들한 것도 있고 좋아보이는것도 있어요.,과일,,
5061259,사과 정말 맛있네요! 재구매요,과일,,
5061259,사과 아삭해요 조아요,과일,,
5061259,크기는 작고 맛있진 않아요,과일,,
5061259,사과 막 아삭하진않지만 달아요,과일,,
5061259,배송 보내드렸는데 사과 맛있다고 하시네요.,과일,,
5061259,크기도 적당하고 맛이 있어 잘 먹었어요.,과일,,
5061259,작아서 맛없을줄 알았는데달달하니 맛잇네오,과일,,
5061259,사과가 아삭하고 달고 맛있어요,과일,,
5061259,봄인데도 엄청 단단하고 단게 오네요 신기신기,과일,,
5061259,사과 맛있을거라 기대합니다 !!,과일,,
5061259,"그냥 무난하게 먹을수있는 맛입니다.
맛있어요.",과일,,
1001303421,"제 입에는 진짜 이 사과가 가장 맛이 좋습니다. 정말 n번째 무한 구매하고 있는 사과입니다.
아침마다 사과 한개 먹는 것이 아침의 즐거움인 사람이라 매일 먹는 사과 맛이 아주 중요한데 최근 사과 값이 비싸져서 부담이 있어 가격이 조금이라도 저렴한 아이들로 어떻게든 방어해보려고 이 사과 저사과 먹어보는데 애매하게 돈만 쓰고 맹탕이거나 푸석이들 만나서 아침부터 기운빠지는 일이 생기면서 이후에는 그냥 무지성으로 14브릭 맛난이 사과만  계속 구매하고 있습니다.
부디 이 맛이 변치 않기를 바랄 뿐입니다. 대개 다섯에서 여섯알 정도가 사진처럼 포장되어 오는데 선물용이 아니고서는 전혀 문제 없습니다. 아삭아삭하고 적당히 달고 사과맛이 있습니다. 맹하거나 푸석한 사과 진짜 싫은데 여짓것 한번도 그런 사과를 받아본적이 없습니다. 맛에 약간의 차이는 있지만 대부분 안정적으로 맛이 든 사과들이 배송되어 왔던 것 같습니다. 
저는 6일 후 재구매 예정입니다. ㅎ ㅎ",과일,,
1001303421,"사과는 “하루에 사과 하나면 의사가 필요 없다”는 말이 있을 정도로 다양한 건강 효능을 가진 과일이죠!!

컬리 사과 하나도 안못생기고 맛나요~🫶🏻
사과 값이 금값이라 컬리에서 못생긴 사과만 먹는데
새콤 아삭하니 맛도 좋고 컨디션도 좋네요
아침에 먹는 사과가 몸에 참 좋다죠~
회사를 다니느냐 주말마다 하나씩 꺼내먹는데 
매주해서 3주동안 먹어도
컨디션 괜찮아요~
매번 재구매하는 만큼 추천쾅~

<<사과의 효능🍎>>
1. 심혈관 개선
2. 장건강, 변비 예방
3. 다이어트도움
4. 뇌건강도움
5. 면연력 강화
6. 혈당조절
7. 구강건강",과일,,
1001303421,"정말 맛있는 사과가 먹고 싶었는데, 가격도 생각할겸, 어차피 깍아먹을거니까 하는 생각하며 고당도이지만 못난이로 구매했어요.
근데, 컬리의 기준이 높아서 그런지 전혀 못생기지 않았어요. 다른 마트에서 파는 일반 상품보다 잘 생겼어요. ^^
준수한 외모에 놀라 맛에 대헤서도 기대치가 올라가서, 깍아서 먹어봤어요.
와~~우~~!!!!!
14brix 기준이라 그런가 일반 사과와는 전혀 다른 맛이었어요.
이래서 고당도, 당도선별하는구나. 알게 되었습니다.
식감도 아삭아삭하고, 당도도 매우 높고, 사과 고유의 향이 진하게 올라왔어요.
정말 오랜 만에 사과다운 맛있는 사과를 맛볼수 있었네요.
금방 먹고 재주문 할것 같아요~~^^",과일,,
1001303421,별로 안못생겼네요. 좋아보ㅑㅇ요,과일,,
1001303421,사과 맛있어요. 좋아요.,과일,,
1001303421,좀 못생기긴 했는데 맛은 좋더라고요,과일,,
1001303421,밖에 비도 안오는데 이게 뭐죠??? 상한물건은 없지만 찝찝하네요;;;,과일,,
1001303421,아삭하고 달콤해요. 맛있는 사과에요,과일,,
1001303421,못 생기지도 않았고 맛도 좋습니다~,과일,,
1001303421,"생긴 건 못생겼는데, 맛은 정말 좋아요
껍질 봐서는 맛 없게 생겼거든요
근데 단단하고 아삭 하고 수분도 많고 달고 맛있어요",과일,,
1001303421,상태 좋고 맛있었어요^^,과일,,
1001303421,사과 상태 좋습니다^^,과일,,
1001303421,늘잘먹고있어요좋아요ㅎㅎㅎ,과일,,
1001303421,아침사과 챙겨먹으려고 샀어요,과일,,
1001303421,맛있네요. 별로 못생기지 않았어요,과일,,
1001303421,"맛없는건 1개 있있고 나머진 다 맛있게 잘먹었어요~
모양도 나쁘지 않았어요~
흠과는 없었어요~",과일,,
1001303421,아침에 먹고가서 자주사요,과일,,
1001303421,컬리 이사과 정말 먹을만 합니다 달아오,과일,,
1001303421,부모님 댁에 보내드리는데 사과 맛있다고 좋아하세요,과일,,
1001303421,작고 못생겨ㅛ지만 맛은 좋아요,과일,,
1001303421,맛있어요 계속 구매중,과일,,
1001303421,두 번째 시켜 먹는 거 봤어요. 방도 괜찮네요.,과일,,
1001303421,"껍질째먹긴상태가좀그렇고
깎아먹으니
넘맛있네요",과일,,
1001303421,생각햇던 것보다 사과 상태도 좋고 맛잇어요:),과일,,
1001303421,컬리에서먹어본사과중 제일달고 아삭맛있음,과일,,
1001303421,"와. 찐달아요 너무맛있음 먹어본사과중제일달고
아삭",과일,,
1001303421,오 이사과 생각보다 아삭아삭하며 맛있네요.,과일,,
1001303421,"맛있어요
사과 못생겼어도",과일,,
1001303421,13브릭스가 별로여서 이번엔 14브릭스로 구매,과일,,
1001303421,사과 아침마다 먹어욘 달고 맛나욘,과일,,
1001303421,사과 아침마다 먹어서 샀어욘,과일,,
1001303421,사과 맛있어요 잘라먹어요,과일,,
1001303421,"일주일에 1~2번 주문하는데 살짝씩 찍혀있고 모양이 균일하지 않은건 아무상관 없어요
근데 최근들어서 6개중에 1~2개씩은 상태가 안좋은게 섞여있네요
상품화하기엔 무리있어 보이는 것들입니다
상한것도 있고 많이 치여서 크게 찍힌것들이 있어요
품질이 더 떨어지지 않았으면 좋겠네요",과일,,
1001303421,잘고 맛있어요 ~ 크기는 다소작아요,과일,,
1001303421,싱싱하고 맛있어서 일주일에 한번은 꼭사먹는것같음,과일,,
1001303421,아삭하고 당도도좋아요.,과일,,
1001303421,"매번 이사과를 사먹음
아삭아삭하고 맛있음",과일,,
1001303421,평이 좋아 구매했어요,과일,,
1001303421,아침마다 사과랑 땅콩버터 먹는게 너무 좋아서 종종 구매해요. 모양도 크게 나쁘지않고 껍질 다 깎아서 먹으면 괜찮네요.,과일,,
1001303421,사과값이 비싸다 보니 이런 상품성 없는 사과들도 이가격에 판매를 하네요. 아무리 못난이 사과지만 싼 가격도 아니니 선별해서 판매 했으면 좋겠네요. 여기저기 멍들고 못난이지만 그래도 사과맛은 나쁘지 않아요,과일,,
1001303421,이게 뭔가요…? 상태가 대부분 이렇다고 하네요.,과일,,
1001303421,가정용으로 먹기 나쁘지 않아요. 작지만 아삭한 식감. 멍은 좀 있는편이예요,과일,,
1001303421,"맛있어요. 멍이 든게 조금 있었는데, 그래도 당도가 높아서 맛있게 먹었습니다.",과일,,
1001303421,엄청 달진 않지만 그냥 적당합니다.,과일,,
1001303421,"맛있어요. 사과 한 개에 두 군데씩 쪼그만 흠들이 있긴 하네요. ㅋ 
그치만 다 먹으면 또 주문할거에염.",과일,,
1001303421,"사과가 단단하고, 새콤달콤하니 맛있어요!",과일,,
1001303421,못난이 사과 아닌 거 같은 맛,과일,,
1001303421,못난이 사과가 아닌 거 같은 퀄리티,과일,,
1001303421,못생겨도 맛있어보여요 ㅎㅎ,과일,,
1001303421,"사과 못난이 아닌데요ㅎ
크기 고르고 맛있어요^^",과일,,
1001303421,"못생기지도안았고 맛있어요
달고 시원함니다",과일,,
1001303421,요번 사과는 살짝 상태가 안 좋은 듯,과일,,
1000122762,"새해부터 건강식단하려고 큰맘먹고 세척사과를 구입했어요. 특히 아침에 먹는 사과는 *금사과*라고 하잖아요. 

박스를 뜯자마자 보이는 줄맞춰서 가지런하고 균일한 크기(주먹보다 큰사이즈), 이미 세척 후  개별포장되어 안심하고 껍질째 먹을 수 있는 사과에요. 꼼꼼한 포장에 농부님한테 배려받는 느낌이에요ㅠㅠ 완전 찐감동입니다. 포장만 봐도 비싼값 하는 *고퀄리티 사과*/*백화점 식품관 사과*👍

아삭아삭한 식감에 입안을 꽉꽉 채우는 상큼함과 꿀당도가 이븐하게 잘 올랐어요.
사과 정말 예술입니다. 한겨울에도 맛있게 먹을 수 있는 저의 인생사과는 바로 이 세척사과입니다!!!😁",과일,,
1000122762,"아침에 사과를 꼭 챙겨 먹어야 하는 사람이라 이번에 사과를 주문해봤어요. 바쁜 아침에 깎기 귀찮을 것을 대비해 세척사과로 선택했는데, 정말 탁월한 선택이었어요. 포장이 낱개로 깔끔하게 되어 있어 냉장고에서 하나씩 꺼내 먹기에도 너무 편리하네요!! 껍질째 바로 먹을 수 있어 시간도 절약되고, 위생적으로 세척되어 있어 안심이 돼요. 뜯어 한입 베어 무는 순간 아삭한 식감이 살아 있고, 과즙도 풍부해서 아침에 상큼하게 입맛을 깨워줍는 맛이랍니다^_^ 맛과 편리함, 위생까지 모두 만족스러운 사과라 꾸준히 재구매할 것 같아요.😁❤️👍🏻 모든면에서 최고",과일,,
1000122762,"와 사과 달고 너무 맛있어요!!
홈쇼핑에서 세척 사과 사면 몇개만 빨갛고 나머지는 연한색상의 사과가 오는데 이번 컬리에서 시킨거는 다 새빨간 사과가 왔어요!

다음날 일어나자마자 먹어봤는데 진짜 달고 아삭합니다.
1.4kg만 사려다가 맛있으면 7개는 아쉬울거같아서 2.8kg 샀는데 더 많이 사둘걸 그랬어요!

그린스무디에 넣어서 갈아도 먹고 사과잼 만들어서 빵에 발라먹어도 기본적으로 사과가 달아서 그런지 진짜 맛있습니다.
특히 사과잼 완전 추천합니다. 일부러 설탕 적게 넣었는데도 달아요!!

🍎사과잼 레시피(사과 2개 기준)
1. 껍질 벗긴 사과를 조각조각 내주세요.
저는 사과잼으로 할거라 작게 썰었는데 사과조림으로 드실 분들은 더 크게 써셔도 좋아요!
2. 오목한 팬에 잘게 썬 사과, 설탕 크게 한스푼, 레몬즙 5스푼, 물 100ml 정도 넣고 중불에서 끓여주세요
3. 물이 어느 정도 줄어든거 같으면 약불로 줄이고 계속 저어주세요
4. 원하는 사과 알맹이의 아삭한 정도의 따라 물을 조금씩 더 부어가면서 계속 조려주세요
(저는 흐물흐물보다 어느정도 아삭하게 씹혔으면 해서 총 15분 정도 끓이다가 멈췄습니다)
5. 유리병에 담어서 냉장고에 넣어서 차갑게 만들어주세요
(기호에 따라 2번 과정에서 시나몬 가루를 넣어주세요)

🍏애플브리치즈 바게트 샌드위치 레시피
1. 바게트를 반 가른다음에 한쪽면에만 홀그레인 마요를 발라줍니다
2. 루꼴라, 잠봉, 사과를 차례대로 올려주세요
3. 사과 위에 브리치즈를 잘라 올려주세요
(하바티도 하나 올려주면 치즈맛이 진해서 더 맛있어요!)
4. 브리치즈 위에 꿀을 뿌리고 빵 다른쪽 면에 사과잼을 아주 듬뿍 발라주세요
5. 사과잼 바른 바게트빵을 덮으면 끝입니다
이러면 밖에서 파는 사과브리치즈 바게트 부럽지 않은 맛입니다!!


이렇게 여기저기 사과를 먹었더니 순삭이여서 또 재구매 할 예정입니다",과일,,
1000122762,세척사과 오랜먼이에요 귀여워요^^,과일,,
1000122762,가족들이 좋아합니다,과일,,
1000122762,별개로 포장해서 그런지 다른 사과보다 좀더 보관할 수 있네요,과일,,
1000122762,음 사과는복불복같아요 ~ 상태는거친것도잇어요 달콤한편이긴해요,과일,,
1000122762,크기는 작은데 신선하고 먹기 편해 구매해요,과일,,
1000122762,여러번 구매했는데 이번건 제가격으로 구입했고 너무 작고 말라서 여러 개 버렸더니 먹을게 없네요.,과일,,
1000122762,아침사과 금사과라고해서 주문합니다,과일,,
1000122762,"맛이 매번 시킬때 오락가락한데 요새는 그래도 좀 맛있는 편! 세척이긴 하지만 그래도 살짝 씻어먹는데, 위아래 꼭지부분?은 키친타올로 닦아보면 완전 시커멓게 묻어나요~",과일,,
1000122762,두서너개만 맛있구 다른것은  맛없어요:;,과일,,
1000122762,냉장고에 오래둘수록 달아지는 느낌??,과일,,
1000122762,사과 그냥 그랬어요,과일,,
1000122762,매번 싱싱하고 맛있었는데 이번엔 푸른빛이돌고 씨가 썩은것만 한상자 받았어요. 잘라내고 쥬스하려니 얼마안나오고 맛도없고 짜증났어요,과일,,
1000122762,사과값은 언제 떨어질련지 맛은 들쑥날쑥 하지만 편해서 구입중요,과일,,
1000122762,임신중에 매일 아침 사과 먹어서 계속 재구매해요,과일,,
1000122762,아이가 너무 맛있어해요.,과일,,
1000122762,항상 상비해두어요. 편해요.,과일,,
1000122762,아침에 먹으면 좋아서 자주구매해요 편해서 좋아요,과일,,
1000122762,"아침마다 사과 깎기 번거로웠는데, 이건 하나씩 개별 포장되어 있어서 꺼내 바로 먹기만 하면 되니 정말 편해요.",과일,,
1000122762,넘맛나 순삭이네요.,과일,,
1000122762,크기가 점점 작아지는데 맛은 있어요. 아이들이 씻지.않고 바로 잘 먹어서 끊기지 않게 사다 둡니다.,과일,,
1000122762,엄청 맛있었어요 오랜만에 잘 먹었어요,과일,,
1000122762,아삭하고 과즙도 많네요,과일,,
1000122762,"사과 사이즈가 아담하지만 
오히려 밖에서 먹기에 더 편하네요
사과 당도도 좋습니다",과일,,
1000122762,사과 좀 덜달지만 세척사과라 믿고 편하게 먹으려고 구입요,과일,,
1000122762,후기 보고 주문했는데 맛이 달진 않아요.,과일,,
1000122762,씻지않고 먹어서 편하고 맛있어요,과일,,
1000122762,아침마다 사과를먹는데 개별포장이라서 보관도편하고 세척사과라서 바로먹을수있어좋네요,과일,,
1000122762,사과가 단단하고 맛었어요,과일,,
1000122762,적당한크기로 한번에 먹기 좋아요,과일,,
1000122762,세척사과라 좋아요~~~~,과일,,
1000122762,편하게 먹을 수있고 달고 싱싱해요~,과일,,
1000122762,"아직 시식전입니다
꾸준히 주문하고 있어서
믿고 먹고 있습니다 
감사합니다~^~^",과일,,
1000122762,세척사과라 편히 먹을 수 있습니다,과일,,
1000122762,재구매하며 먹고있어요,과일,,
1000122762,달고맛있어서 재구매했어요,과일,,
1000122762,쟁여듀는 사과입니다. 떨어지지 않게 구매해 먹어요,과일,,
1000122762,크기는 작아요 맛도 괜찮고 세척도 돼 있어서 나쁘지 않습니다,과일,,
1000122762,아이 간식용으로 종종 주문해요. 이번 건 좀 덜달고 딱딱해요,과일,,
1000122762,"세척사과는 마음이 놓여요 깨끗이 씼었겠지요...
새콤달콤 합니다",과일,,
1000122762,아침엔 사과죠^^ 혼자 먹기좋은 딱 적당한 크기라 식구들 1인1사과 먹기 좋아요. 먹기전에 한 번 씻어 껍질째 먹었어요. 껍질에 영양분이 많으니 더 건강해지겠죠 ㅎㅎ,과일,,
1000122762,먹기 편리해서 정말 자주 구매하는 제품이에요.,과일,,
1000122762,사과맛은 별로지만 가끔 생각나면 셀할때 주문해요,과일,,
1000122762,사과 크기 동일 하고 맛있게 잘먹었습니다,과일,,
1000122762,"당도도 그저 그렇고, 껍질이 살짝 쓴맛이 나 깎아먹는게 나아요",과일,,
1000122762,아침마다 꼭 사과 먹는데 정말 맛있고 개별포장 되어있아서 위생적이고 편해요,과일,,
1000122762,세척사과라서 바로 먹기 좋아요,과일,,
1000122762,세척사과 맛이 좋아서 늘 부모님께 구매해 드려요~~~~,과일,,
1000122762,씻지 않고 바로 먹기 좋아요 맛있어요,과일,,
1000122762,사과가 작긴한데 달고 맛나요,과일,,
1000122762,알이 작아서 먹기 좋네요 맛있어요 신선해요 ㅎㅎ,과일,,
5005943,사과 알도 크고 좋네요!,과일,,
5005943,"아침에 사과를 꼭 먹어서 구입했어요
제가 받은 팩에는 저탄소 사과 1.3kg 4개 들어있었습니다
4알이라 사과가 아주 작은사이즈는 아니였고 큼직해서 좋았어요
한개한개 잘 포장되서 만족스럽고 맛도 정말 맛있습니다!
요즘 사과가 맛있는 철은 아니라고 하는데 이번사과는 정말 아삭하고 신선하고 새콤달콤해서 아침에 먹을때마다 기분이 너무 좋았네요!
그릭요거트랑 주로 먹는데 너무 잘 어울려서 아침마다 맛있게 먹고 있습니다
사과 슬라이스 해서 블루베리랑 같이 그릭요거트에 얹어서 먹으면 정말 너무너무 행복한 아침식사입니다 맛도 훌륭하고 건강도 챙기는 일석이조!!
아침사과는 금사과라고 해서 매일매일 먹고있는데 저탄소사과 맘에 쏙 드네요~~",과일,,
5005943,"최근에 구매했었던 미시마 사과도 작은 사이즈였는데
이 사과도 미니미해요. 1인용으로 딱 좋은 사이즈.
에어프라이어 용 작은 틀에다 애플크럼블을 구울 거라
사과 하나로 사과 조림부터 만들었어요.

## 사과 조림 만들기 ##

사과 1개
설탕 1 큰 술 ~ 1.25 큰 술
레몬즙

(사과 사이즈에 따라 입맛에 따라 설탕과 레몬즙 양을 조절하세요.)

1. 껍질을 깎아 나박나박 썰은 사과와 설탕을 넣고 설탕이 타지 않도록 약불에서 은근히 조려 줍니다.
2. 사과에서 물이 나오면 레몬즙을 조금 뿌려주고 수분이 사라질 때까지 조려준다.
(저는 포션 버터 하나 깔아주고 졸여 줬는데 맛을 보니 버터리한 맛보다 상큼한 게 먹고 싶어서 레몬즙으로 덮어줬어요.
깔끔하게 드시고 싶으신 분들은 레몬즙만 넣으셔요.)
3. 골든 브라운 빛이 나며 표면이 쫀득해지고 사과가 말랑해지면 그대로 식혀줍니다.

끝!
ㅎㅎ엄청 간단해요.
이 사과 조림으로 이제 애플크럼블을 만들어요.



## 애플크럼블  ##

설탕 60g
박력분 130g+α
차가운 상태의 무염버터 90g
계란
소금 째끔

아몬드 가루가 있는 줄 알았는데 없어서
박력분으로만 중량 채워 만들었어요.


1. 박력분 130g을 체에 내려 볼에 준비한다.
2. 설탕을 넣고 냉장실에 있던 차가운 상태의 버터를 작은 큐브 모양으로 잘라 보울에 넣는다.
3. 단단하고 납작한 주걱을 이용해 세로로 눌러 버터를 잘게 쪼개가며 박력분과 섞어준다.
4. 계란을 풀어 조금씩 조금씩 넣어가며 섞어 가루가루 -> 보슬보슬 질감으로 만들어 준다. 
(계란 1개 다 넣으면 안 돼요. 쬐끔만.
저는 조금 질어져 뭉치는 것 같아 박력분을 조금 더 첨가해 주었어요.)
5. 에어프라이어 용 틀에 유산지를 깔고 크럼블 반죽가루를 꾹꾹 눌러 바닥에 펼쳐준 뒤,
사과 조림을 올리고 보슬보슬 상태의 크럼블 가루로 덮어준다.
(에어프라이어용 틀이 아담해서 마치 화분만 한 사막 같아요 ㅎㅎ)
6. 165도로 35분 구워줍니다.

넘 맛있어요. 빛깔도 맛도 식감도.
갓 구운 것보다는 시간이 지난 후, 따뜻하게 데워 먹는 것보다는 차갑게, 식혀서 먹는 게 더 맛있어요.
안에 사과조림이랑 크럼블이랑 너무 잘 어울려요.
사과 1개만 하지 말고 그냥 다 졸일 걸 그랬나봐요 ㅎㅎ
레몬즙이 사과에 산미를 더 해줘서 산뜻한 느낌.
다음에는 사과조림 양을 늘려서 더욱 두툼하게 먹어봐야겠어요.
아이스크림을 얹어 드셔도 맛있답니다.
오븐을 사용하지 않고 에어프라이어로도 가능하니 사과가 있으시다면 한번 만들어 보세요.",과일,,
5005943,먹을만해요..살짝 아쉬움,과일,,
5005943,사과. 별로. 이번껀. 껍질벗기면.  초록이도있고.,과일,,
5005943,신선하게 배송됐어요,과일,,
5005943,후기보고 구매했어요.,과일,,
5005943,5개가 들어 있는데도 크기가 작지 않아 푸짐합니다. 아삭한 식감과 당도까지 부족함이 없습니다. 감사합니다.,과일,,
5005943,저탄소라서 구매했어요.,과일,,
5005943,큰사이즈의 사과는 아니지만 달콤해요.,과일,,
5005943,맛있는 사과라서 재구매했어요.,과일,,
5005943,잘받았어요~~~~~bbb,과일,,
5005943,오 매우 만족 사과상태좋네요 14일날 받았는데,과일,,
5005943,겉은 멀쩡했으나 속은 팍 썩어서 5개중에 하나는 버렸어요ㆍ,과일,,
5005943,달콤새콤을 생각하고 주문했는데 그냥 새콤해요,과일,,
5005943,"아삭하고, 달고 맛있었어요",과일,,
5005943,저탄소이고 달고 맛있어요,과일,,
5005943,"저탄소사과라 샀어요. 가격이 좀 비싸다싶었는데, 흠하나없이 깨끗하게 저장한 사과이고 맛도 괜찮아요.",과일,,
5005943,"음..이렇게나 맛이ㅜㅜ
감홍이랑 천지차이네요",과일,,
5005943,저탄소 사과 5개 왔네요. 크기도 생각보다 작지않고 아삭하고 상큼하네요,과일,,
5005943,맛있어서 다음에 또 구매하려고요,과일,,
5005943,"아주 달고 맛있는
맛도리 사과에요!",과일,,
5005943,사과가 아삭아삭하고 맛있어요 달아서 좋아요,과일,,
5005943,저탄소 사과라서 좋아요,과일,,
5005943,사과맛이 괜찮은가봐요,과일,,
5005943,아삭아삭하고 당도도좋아요,과일,,
5005943,컬리에서 구매한 사과는 모두 다 2% 부족합니다,과일,,
5005943,사과 맛있어요 !,과일,,
5005943,사과 달고 맛나용ㅎ,과일,,
5005943,울애기이유식용로삿요매번,과일,,
5005943,잘받았어요~~~~~b,과일,,
5005943,좀  쓴맛나는 사과도 있네요. 대체로 맛있어요.,과일,,
5005943,사과 아직 못 먹어봤어요. 맛있겠죠.,과일,,
5005943,"아이들 아침에 사과를 자주 줘서 자주 주문합니다
둘이 반씩 먹으면 딱 이네요
엄마 주먹만한 크기네요~",과일,,
5005943,아직 완전 달지는 않지만 먹을만합니다,과일,,
5005943,"크기는 괜찮은데 하나가 멍들어 왔네여. 
맛은 적당히 맛있는 사과맛이예요.",과일,,
5005943,"사과맛있는데
사과양이적어요
꿀사과는아니고
평범했었어요",과일,,
5005943,크기도 좋고 저탄소라 좋아요.,과일,,
5005943,이유식하려구 구매햇아요,과일,,
5005943,저탄산 사과 풋사과 같아요.,과일,,
5005943,사과색도이쁘고상태도좋아요,과일,,
5005943,저 탄소 사과 1.3 kg 맛 있어요.,과일,,
5005943,사과가 크고 맛도 좋아요,과일,,
5005943,요즘 사과가 비싸서 손이 안가네요🫣,과일,,
5005943,"이번에 받아본 사과는 신선도와 품질이 기대 이상이었습니다. 크기가 균일하고 표면에 상처가 거의 없어 선물용으로도 손색이 없을 정도였습니다. 한 입 베어 물면 아삭아삭한 식감과 함께 달콤한 과즙이 풍부하게 터져 나와 입안 가득 상쾌함을 느낄 수 있었습니다. 단맛과 새콤함이 적절히 조화를 이루어 질리지 않고 끝까지 맛있게 먹을 수 있었으며, 껍질째 먹어도 껍질이 얇고 깔끔해 부담이 없었습니다. 냉장 보관 후 먹으면 더욱 아삭하고 시원해 간식이나 디저트로도 딱 좋았습니다. 무엇보다 배송 시 꼼꼼하게 포장되어 눌림이나 상처 없이 안전하게 도착한 점이 마음에 들었습니다. 맛과 신선도, 포장까지 모두 만족스러워 재구매 의사가 확실히 있습니다.",과일,,
